PLAYER_ID,PLAYER_NAME,TEAM,GP,MPG,PPG,RPG,APG,SPG,BPG,TOV,FG_PCT,3P_PCT,FT_PCT,SEASON
1629130,Duncan Robinson,MIA,79,25.9,10.9,2.6,1.6,0.5,0.2,0.8,0.399,0.372,0.836,2021-22
2730,Dwight Howard,LAL,60,16.2,6.2,5.9,0.6,0.6,0.6,0.8,0.612,0.533,0.658,2021-22
203939,Dwight Powell,DAL,82,21.9,8.7,4.9,1.2,0.5,0.5,0.8,0.671,0.351,0.783,2021-22
1629685,Dylan Windler,CLE,50,9.2,2.2,1.8,0.7,0.3,0.1,0.3,0.378,0.3,0.833,2021-22
202334,Ed Davis,CLE,31,6.5,0.9,2.1,0.2,0.1,0.3,0.2,0.688,0.0,0.429,2021-22
203901,Elfrid Payton,PHX,50,11.0,3.0,1.8,2.0,0.5,0.1,0.9,0.383,0.222,0.375,2021-22
1630190,Elijah Hughes,POR,36,12.1,3.5,1.6,0.6,0.4,0.2,0.5,0.326,0.263,0.778,2021-22
1629150,Emanuel Terry,PHX,3,6.1,0.0,5.0,0.7,0.3,0.0,1.7,0.0,0.0,0.0,2021-22
1626144,Emmanuel Mudiay,SAC,2,5.5,1.5,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.75,2021-22
202683,Enes Freedom,BOS,35,11.8,3.7,4.6,0.2,0.1,0.4,0.6,0.526,0.4,0.857,2021-22
202339,Eric Bledsoe,POR,54,25.2,9.9,3.4,4.2,1.3,0.4,2.1,0.421,0.313,0.761,2021-22
201569,Eric Gordon,HOU,57,29.3,13.4,2.0,2.7,0.5,0.3,1.9,0.475,0.412,0.778,2021-22
1629672,Eric Paschall,UTA,58,12.7,5.8,1.8,0.6,0.2,0.1,0.5,0.485,0.37,0.767,2021-22
1630647,Eugene Omoruyi,DAL,4,4.5,1.8,1.8,0.5,0.0,0.0,0.0,0.4,0.5,0.5,2021-22
203095,Evan Fournier,NYK,80,29.5,14.1,2.6,2.1,1.0,0.3,1.3,0.417,0.389,0.708,2021-22
1630596,Evan Mobley,CLE,69,33.8,15.0,8.3,2.5,0.8,1.7,1.9,0.508,0.25,0.663,2021-22
1630267,Facundo Campazzo,DEN,65,18.2,5.1,1.8,3.4,1.0,0.4,1.0,0.361,0.301,0.769,2021-22
1630624,Feron Hunt,NYK,2,4.2,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,2021-22
1628402,Frank Jackson,DET,53,22.0,10.6,1.6,1.0,0.5,0.2,0.7,0.402,0.308,0.827,2021-22
1626163,Frank Kaminsky,PHX,9,20.1,10.6,4.6,1.4,0.9,0.8,0.6,0.545,0.333,0.9,2021-22
1628373,Frank Ntilikina,DAL,58,11.8,4.1,1.4,1.2,0.5,0.1,0.5,0.399,0.342,0.96,2021-22
1630532,Franz Wagner,ORL,79,30.7,15.2,4.5,2.9,0.9,0.4,1.5,0.468,0.354,0.863,2021-22
1627832,Fred VanVleet,TOR,65,37.9,20.3,4.4,6.7,1.7,0.5,2.6,0.403,0.377,0.874,2021-22
1630273,Freddie Gillespie,ORL,9,13.2,2.3,4.0,0.6,0.3,1.0,0.6,0.409,0.0,0.429,2021-22
1627788,Furkan Korkmaz,PHI,67,21.1,7.6,2.6,1.9,0.5,0.1,0.7,0.387,0.289,0.81,2021-22
