PLAYER_ID,PLAYER_NAME,TEAM,GP,TS_PCT,USG_PCT,ORTG,DRTG,NET_RATING,PACE,PIE,SEASON,PER,BPM,VORP,WS,WS_PER_48
203932,Aaron Gordon,DEN,75,0.602,0.194,117.3,111.1,6.2,99.0,0.096,2021-22,,,,,
1630565,Aaron Henry,PHI,6,0.2,0.149,71.1,127.0,-56.0,105.99,-0.079,2021-22,,,,,
1628988,Aaron Holiday,PHX,63,0.544,0.182,106.8,108.2,-1.4,99.57,0.088,2021-22,,,,,
1630174,Aaron Nesmith,BOS,52,0.507,0.164,107.3,104.3,3.0,100.58,0.048,2021-22,,,,,
1630598,Aaron Wiggins,OKC,50,0.556,0.149,104.5,112.6,-8.1,101.6,0.062,2021-22,,,,,
1627846,Abdel Nader,PHX,14,0.431,0.139,95.1,96.0,-0.9,107.91,0.036,2021-22,,,,,
1630278,Ade Murkey,SAC,1,0.0,0.0,33.3,66.7,-33.3,98.18,0.0,2021-22,,,,,
1629678,Admiral Schofield,ORL,38,0.538,0.143,100.3,113.8,-13.5,99.88,0.055,2021-22,,,,,
1629958,Ahmad Caver,IND,1,1.0,0.5,200.0,66.7,133.3,142.29,0.4,2021-22,,,,,
201143,Al Horford,BOS,69,0.574,0.147,112.8,103.4,9.3,98.03,0.123,2021-22,,,,,
202692,Alec Burks,NYK,81,0.559,0.171,110.3,108.1,2.3,96.97,0.099,2021-22,,,,,
1630758,Aleem Ford,ORL,5,0.35,0.148,98.6,120.7,-22.1,93.68,0.022,2021-22,,,,,
1630197,Aleksej Pokusevski,OKC,61,0.485,0.195,103.6,106.1,-2.5,100.66,0.095,2021-22,,,,,
1627936,Alex Caruso,CHI,41,0.528,0.13,110.5,105.5,5.1,99.49,0.077,2021-22,,,,,
203458,Alex Len,SAC,39,0.577,0.165,106.0,111.4,-5.5,102.74,0.074,2021-22,,,,,
1628035,Alfonzo McKinnie,CHI,17,0.457,0.148,108.6,121.5,-12.9,97.37,0.02,2021-22,,,,,
1628993,Alize Johnson,NOP,23,0.463,0.14,105.1,115.7,-10.6,97.6,0.069,2021-22,,,,,
1630578,Alperen Sengun,HOU,72,0.552,0.214,106.4,116.6,-10.2,101.69,0.099,2021-22,,,,,
1629599,Amir Coffey,LAC,69,0.598,0.154,110.1,111.0,-0.9,100.02,0.086,2021-22,,,,,
203083,Andre Drummond,BKN,73,0.574,0.181,112.2,109.8,2.4,99.27,0.14,2021-22,,,,,
2738,Andre Iguodala,GSW,31,0.478,0.113,105.7,97.0,8.7,99.57,0.103,2021-22,,,,,
203952,Andrew Wiggins,GSW,73,0.56,0.224,111.2,105.4,5.8,99.79,0.097,2021-22,,,,,
1629014,Anfernee Simons,POR,57,0.583,0.244,110.5,112.9,-2.5,98.43,0.102,2021-22,,,,,
203076,Anthony Davis,LAL,40,0.578,0.263,105.9,108.9,-3.0,101.79,0.159,2021-22,,,,,
1630162,Anthony Edwards,MIN,72,0.56,0.262,114.6,110.6,4.0,101.18,0.111,2021-22,,,,,
1630264,Anthony Gill,WAS,44,0.682,0.138,114.7,108.9,5.8,100.53,0.081,2021-22,,,,,
1630237,Anthony Lamb,HOU,2,0.0,0.105,105.9,76.5,29.4,106.2,0.036,2021-22,,,,,
1629717,Armoni Brooks,TOR,54,0.483,0.159,108.3,112.1,-3.8,100.95,0.054,2021-22,,,,,
1629083,Arnoldas Kulboka,CHA,2,0.0,0.071,50.0,150.0,-100.0,108.68,-0.114,2021-22,,,,,
1630559,Austin Reaves,LAL,61,0.6,0.121,110.8,109.0,1.8,101.81,0.076,2021-22,,,,,
203085,Austin Rivers,DEN,67,0.546,0.123,113.0,111.1,1.9,98.91,0.043,2021-22,,,,,
202340,Avery Bradley,LAL,62,0.55,0.119,105.4,111.2,-5.8,100.99,0.045,2021-22,,,,,
1630245,Ayo Dosunmu,CHI,77,0.596,0.138,109.1,114.1,-5.0,100.31,0.07,2021-22,,,,,
1629168,BJ Johnson,ORL,4,0.52,0.169,103.8,113.0,-9.2,97.34,0.083,2021-22,,,,,
1628389,Bam Adebayo,MIA,56,0.608,0.248,113.1,104.9,8.1,97.21,0.161,2021-22,,,,,
203463,Ben McLemore,POR,64,0.567,0.207,101.9,115.0,-13.1,100.73,0.07,2021-22,,,,,
202687,Bismack Biyombo,PHX,36,0.596,0.167,111.8,106.2,5.6,99.44,0.102,2021-22,,,,,
201933,Blake Griffin,BKN,56,0.518,0.167,107.8,112.5,-4.7,101.65,0.091,2021-22,,,,,
1626246,Boban Marjanovic,DAL,23,0.615,0.311,108.3,95.5,12.8,99.23,0.131,2021-22,,,,,
1626171,Bobby Portis,MIL,72,0.571,0.207,114.7,108.5,6.3,101.53,0.117,2021-22,,,,,
203992,Bogdan Bogdanović,ATL,63,0.562,0.212,116.6,112.1,4.5,98.89,0.098,2021-22,,,,,
202711,Bojan Bogdanovic,UTA,69,0.599,0.232,116.2,111.4,4.8,98.59,0.102,2021-22,,,,,
1629626,Bol Bol,ORL,14,0.565,0.16,102.3,101.7,0.5,103.91,0.113,2021-22,,,,,
1630538,Bones Hyland,DEN,69,0.558,0.231,113.4,111.7,1.7,99.84,0.096,2021-22,,,,,
202954,Brad Wanamaker,WAS,23,0.472,0.146,104.0,110.3,-6.4,98.82,0.053,2021-22,,,,,
203078,Bradley Beal,WAS,40,0.539,0.297,107.1,110.5,-3.5,99.36,0.123,2021-22,,,,,
1630527,Brandon Boston,LAC,51,0.481,0.212,102.9,104.9,-2.0,101.71,0.083,2021-22,,,,,
1629634,Brandon Clarke,MEM,64,0.66,0.171,113.2,105.7,7.5,104.61,0.141,2021-22,,,,,
1629164,Brandon Goodwin,CLE,36,0.501,0.177,106.3,112.6,-6.3,96.14,0.088,2021-22,,,,,
1627742,Brandon Ingram,NOP,55,0.554,0.291,112.7,109.4,3.3,98.07,0.139,2021-22,,,,,
202688,Brandon Knight,DAL,5,0.561,0.216,103.6,107.2,-3.6,103.0,0.109,2021-22,,,,,
1630314,Brandon Williams,POR,24,0.476,0.246,101.2,121.6,-20.4,100.92,0.069,2021-22,,,,,
1630296,Braxton Key,DET,11,0.508,0.184,113.2,105.2,8.0,102.5,0.084,2021-22,,,,,
1630271,Brodric Thomas,BOS,12,0.52,0.172,106.7,103.7,3.0,107.86,0.066,2021-22,,,,,
201572,Brook Lopez,MIL,13,0.57,0.211,110.2,111.6,-1.4,102.63,0.081,2021-22,,,,,
1628971,Bruce Brown,BKN,72,0.575,0.146,111.7,112.0,-0.3,100.26,0.093,2021-22,,,,,
1628981,Bruno Fernando,HOU,30,0.671,0.197,100.0,110.1,-10.1,106.17,0.138,2021-22,,,,,
1627854,Bryn Forbes,DEN,75,0.574,0.201,109.3,109.8,-0.5,101.29,0.074,2021-22,,,,,
1627741,Buddy Hield,IND,81,0.548,0.214,111.4,115.1,-3.6,100.47,0.084,2021-22,,,,,
1629604,CJ Elleby,POR,58,0.491,0.143,102.6,116.9,-14.3,100.44,0.06,2021-22,,,,,
203468,CJ McCollum,NOP,62,0.553,0.269,112.1,114.0,-1.9,99.14,0.119,2021-22,,,,,
101139,CJ Miles,BOS,1,0.0,0.0,80.0,180.0,-100.0,123.08,-0.091,2021-22,,,,,
1630595,Cade Cunningham,DET,64,0.504,0.273,106.9,113.1,-6.2,98.71,0.1,2021-22,,,,,
1628997,Caleb Martin,MIA,60,0.611,0.158,111.8,106.2,5.7,98.8,0.094,2021-22,,,,,
1629629,Cam Reddish,NYK,49,0.543,0.213,103.2,113.0,-9.8,100.62,0.079,2021-22,,,,,
1630560,Cam Thomas,BKN,67,0.519,0.212,106.3,112.7,-6.4,100.69,0.089,2021-22,,,,,
1629661,Cameron Johnson,PHX,66,0.625,0.167,110.8,104.6,6.2,102.22,0.105,2021-22,,,,,
1630787,Cameron McGriff,POR,3,0.47,0.122,122.3,115.1,7.3,97.64,0.084,2021-22,,,,,
1628419,Cameron Oliver,ATL,2,0.705,0.167,122.5,123.3,-0.9,99.21,0.104,2021-22,,,,,
1626166,Cameron Payne,PHX,58,0.5,0.235,109.1,102.7,6.3,102.83,0.107,2021-22,,,,,
1627747,Caris LeVert,CLE,58,0.525,0.252,112.7,114.5,-1.8,97.93,0.098,2021-22,,,,,
1630637,Carlik Jones,DEN,5,0.202,0.22,88.7,121.8,-33.1,111.44,0.016,2021-22,,,,,
2546,Carmelo Anthony,LAL,69,0.579,0.195,108.7,111.7,-2.9,103.07,0.089,2021-22,,,,,
1629035,Carsen Edwards,DET,4,0.378,0.179,108.5,114.4,-5.9,100.65,0.042,2021-22,,,,,
1630199,Cassius Stanley,DET,9,0.516,0.148,100.9,105.2,-4.3,101.42,0.056,2021-22,,,,,
1630216,Cassius Winston,WAS,7,0.549,0.184,107.7,111.1,-3.4,97.86,0.02,2021-22,,,,,
1627760,Cat Barber,ATL,3,0.0,0.219,131.0,96.4,34.6,106.46,-0.074,2021-22,,,,,
1626224,Cedi Osman,CLE,66,0.563,0.206,107.5,109.2,-1.8,99.48,0.081,2021-22,,,,,
1628990,Chandler Hutchison,PHX,6,0.694,0.111,109.6,82.4,27.3,110.47,0.067,2021-22,,,,,
1629646,Charles Bassey,PHI,23,0.66,0.152,98.6,107.4,-8.8,99.94,0.128,2021-22,,,,,
1629718,Charlie Brown Jr.,PHI,22,0.346,0.105,99.7,103.4,-3.6,103.05,0.03,2021-22,,,,,
1630602,Chaundee Brown Jr.,ATL,5,0.447,0.146,104.1,112.8,-8.7,101.18,0.049,2021-22,,,,,
1627767,Cheick Diallo,DET,3,0.517,0.145,82.2,132.9,-50.7,112.03,0.075,2021-22,,,,,
1629002,Chimezie Metu,SAC,60,0.546,0.184,106.1,111.8,-5.7,101.5,0.104,2021-22,,,,,
1628449,Chris Boucher,TOR,80,0.57,0.172,111.0,105.7,5.3,97.6,0.111,2021-22,,,,,
1629185,Chris Chiozza,GSW,34,0.407,0.132,100.4,108.3,-7.9,97.32,0.039,2021-22,,,,,
1630537,Chris Duarte,IND,55,0.537,0.207,107.6,109.7,-2.0,99.3,0.089,2021-22,,,,,
101108,Chris Paul,PHX,65,0.581,0.197,115.6,105.5,10.0,100.1,0.15,2021-22,,,,,
1629735,Chris Silva,MIA,10,0.641,0.123,101.5,117.6,-16.1,102.15,0.074,2021-22,,,,,
1626174,Christian Wood,HOU,68,0.595,0.233,106.6,115.7,-9.1,101.9,0.142,2021-22,,,,,
1629643,Chuma Okeke,ORL,70,0.501,0.159,100.3,109.1,-8.8,101.68,0.093,2021-22,,,,,
203991,Clint Capela,ATL,74,0.604,0.149,116.6,113.3,3.3,100.22,0.133,2021-22,,,,,
1629632,Coby White,CHI,61,0.564,0.195,112.3,113.6,-1.2,99.5,0.08,2021-22,,,,,
1628998,Cody Martin,CHA,71,0.579,0.12,113.1,113.0,0.1,100.54,0.08,2021-22,,,,,
203469,Cody Zeller,POR,27,0.627,0.153,108.8,110.9,-2.1,101.2,0.103,2021-22,,,,,
1630175,Cole Anthony,ORL,65,0.519,0.245,105.7,111.1,-5.4,99.82,0.106,2021-22,,,,,
1629012,Collin Sexton,CLE,11,0.523,0.264,99.2,105.0,-5.8,99.96,0.074,2021-22,,,,,
1630557,Corey Kispert,WAS,77,0.586,0.142,113.0,112.9,0.1,98.52,0.067,2021-22,,,,,
202709,Cory Joseph,DET,65,0.579,0.141,105.3,111.7,-6.4,98.63,0.081,2021-22,,,,,
1628591,Craig Sword,WAS,3,0.75,0.125,102.9,94.6,8.3,91.03,0.033,2021-22,,,,,
1626156,D'Angelo Russell,MIN,65,0.544,0.246,114.5,109.8,4.7,102.39,0.114,2021-22,,,,,
201571,D.J. Augustin,LAL,55,0.61,0.139,106.9,117.5,-10.6,100.92,0.071,2021-22,,,,,
1628391,D.J. Wilson,TOR,4,0.773,0.159,100.0,116.5,-16.5,109.18,0.162,2021-22,,,,,
1629610,DaQuan Jeffries,MEM,3,0.5,0.091,89.5,100.0,-10.5,106.46,0.078,2021-22,,,,,
1630227,Daishen Nix,HOU,24,0.48,0.167,104.4,111.0,-6.6,104.29,0.059,2021-22,,,,,
1629751,Dakota Mathias,MEM,6,0.5,0.15,66.7,92.1,-25.4,109.46,0.102,2021-22,,,,,
1630625,Dalano Banton,TOR,64,0.463,0.159,106.6,105.1,1.5,99.8,0.07,2021-22,,,,,
1627745,Damian Jones,SAC,56,0.701,0.163,106.7,113.5,-6.8,100.52,0.11,2021-22,,,,,
203081,Damian Lillard,POR,29,0.55,0.288,113.0,114.8,-1.8,99.37,0.126,2021-22,,,,,
1627814,Damion Lee,GSW,63,0.561,0.156,109.3,106.5,2.8,99.8,0.081,2021-22,,,,,
1628422,Damyean Dotson,NYK,2,0.5,0.089,109.8,110.5,-0.8,92.3,0.064,2021-22,,,,,
1629655,Daniel Gafford,WAS,72,0.708,0.16,108.6,115.5,-6.9,99.27,0.122,2021-22,,,,,
1630187,Daniel Oturu,TOR,3,0.549,0.125,94.8,131.7,-36.8,103.81,0.067,2021-22,,,,,
1628464,Daniel Theis,BOS,47,0.595,0.162,104.4,108.4,-3.9,100.35,0.09,2021-22,,,,,
201568,Danilo Gallinari,ATL,66,0.579,0.182,116.0,112.6,3.4,99.77,0.099,2021-22,,,,,
201980,Danny Green,PHI,62,0.561,0.121,111.5,108.5,3.0,98.81,0.054,2021-22,,,,,
1627863,Danuel House Jr.,UTA,42,0.555,0.146,109.4,105.5,3.8,101.25,0.073,2021-22,,,,,
1629647,Darius Bazley,OKC,69,0.515,0.18,101.8,113.1,-11.3,100.92,0.093,2021-22,,,,,
1629636,Darius Garland,CLE,68,0.576,0.272,113.6,106.9,6.6,97.42,0.134,2021-22,,,,,
201954,Darren Collison,LAL,3,0.286,0.077,98.9,117.2,-18.4,113.65,0.0,2021-22,,,,,
1630561,David Duke Jr.,BKN,22,0.444,0.15,110.7,110.6,0.1,100.48,0.053,2021-22,,,,,
1630525,David Johnson,TOR,2,0.0,0.143,50.0,125.0,-75.0,120.91,-0.167,2021-22,,,,,
1628021,David Nwaba,HOU,46,0.567,0.15,106.9,115.9,-9.0,103.15,0.099,2021-22,,,,,
1630558,Davion Mitchell,SAC,75,0.489,0.202,105.3,111.3,-6.0,100.85,0.074,2021-22,,,,,
202722,Davis Bertans,DAL,56,0.531,0.165,109.5,108.5,1.0,99.72,0.06,2021-22,,,,,
1628432,Davon Reed,DEN,48,0.624,0.117,109.8,109.5,0.3,100.3,0.083,2021-22,,,,,
1630549,Day'Ron Sharpe,BKN,32,0.593,0.205,115.6,108.8,6.9,99.71,0.111,2021-22,,,,,
1628368,De'Aaron Fox,SAC,59,0.549,0.284,112.1,116.5,-4.4,101.88,0.11,2021-22,,,,,
1629631,De'Andre Hunter,ATL,53,0.547,0.194,114.6,113.9,0.7,100.17,0.058,2021-22,,,,,
1629001,De'Anthony Melton,MEM,73,0.529,0.205,112.0,106.4,5.6,103.64,0.103,2021-22,,,,,
201599,DeAndre Jordan,PHI,48,0.641,0.132,100.7,111.5,-10.8,102.03,0.12,2021-22,,,,,
1627761,DeAndre' Bembry,MIL,56,0.601,0.111,110.0,110.5,-0.6,100.84,0.069,2021-22,,,,,
1630610,DeJon Jarreau,IND,1,0.0,0.0,200.0,100.0,100.0,111.41,0.0,2021-22,,,,,
201942,DeMar DeRozan,CHI,76,0.59,0.308,113.1,112.0,1.1,100.04,0.148,2021-22,,,,,
202326,DeMarcus Cousins,DEN,48,0.567,0.267,113.8,111.7,2.2,100.69,0.117,2021-22,,,,,
1629731,Dean Wade,CLE,51,0.584,0.107,105.8,103.8,2.0,97.79,0.068,2021-22,,,,,
1629028,Deandre Ayton,PHX,58,0.656,0.217,117.2,107.7,9.6,100.62,0.148,2021-22,,,,,
1629686,Deividas Sirvydis,DET,3,0.15,0.149,67.2,109.5,-42.3,111.82,0.007,2021-22,,,,,
1627749,Dejounte Murray,SAS,68,0.533,0.268,112.9,111.0,1.9,101.61,0.163,2021-22,,,,,
1626153,Delon Wright,ATL,77,0.576,0.101,111.6,108.8,2.8,99.19,0.097,2021-22,,,,,
1630166,Deni Avdija,WAS,82,0.536,0.158,109.2,110.1,-1.0,99.88,0.086,2021-22,,,,,
203471,Dennis Schröder,HOU,64,0.539,0.223,106.9,107.9,-1.0,98.12,0.098,2021-22,,,,,
1628372,Dennis Smith Jr.,POR,37,0.474,0.173,100.7,110.6,-9.8,101.67,0.095,2021-22,,,,,
1627756,Denzel Valentine,UTA,24,0.523,0.15,101.9,107.0,-5.1,101.08,0.061,2021-22,,,,,
202324,Derrick Favors,OKC,39,0.534,0.131,95.5,106.5,-11.0,99.83,0.096,2021-22,,,,,
1627884,Derrick Jones Jr.,CHI,51,0.633,0.119,112.8,110.1,2.7,101.61,0.069,2021-22,,,,,
201565,Derrick Rose,NYK,26,0.541,0.217,109.1,103.3,5.8,97.53,0.129,2021-22,,,,,
1628476,Derrick Walton Jr.,DET,3,0.342,0.142,103.5,103.0,0.5,103.35,0.048,2021-22,,,,,
1628401,Derrick White,BOS,75,0.549,0.196,111.3,106.4,4.9,100.43,0.101,2021-22,,,,,
1630217,Desmond Bane,MEM,76,0.592,0.226,114.7,107.8,6.9,100.73,0.116,2021-22,,,,,
1626164,Devin Booker,PHX,68,0.576,0.313,117.6,108.1,9.5,101.21,0.137,2021-22,,,,,
1629962,Devin Cannady,ORL,5,0.531,0.156,107.0,109.6,-2.6,99.46,0.044,2021-22,,,,,
1630170,Devin Vassell,SAS,71,0.54,0.184,111.2,110.2,1.0,102.5,0.087,2021-22,,,,,
1629653,Devon Dotson,CHI,11,0.538,0.156,109.6,112.0,-2.4,99.19,0.064,2021-22,,,,,
1629719,Devontae Cacok,SAS,15,0.675,0.122,104.5,106.1,-1.6,104.51,0.153,2021-22,,,,,
1628984,Devonte' Graham,NOP,76,0.514,0.191,111.4,111.1,0.3,98.66,0.081,2021-22,,,,,
203473,Dewayne Dedmon,MIA,67,0.632,0.164,109.5,106.0,3.5,98.33,0.113,2021-22,,,,,
1629712,Didi Louzada,POR,9,0.517,0.13,83.0,112.1,-29.1,100.92,0.042,2021-22,,,,,
1628415,Dillon Brooks,MEM,32,0.515,0.283,116.9,105.9,11.0,101.53,0.091,2021-22,,,,,
1627734,Domantas Sabonis,SAC,62,0.637,0.221,109.5,110.1,-0.6,99.2,0.161,2021-22,,,,,
1628378,Donovan Mitchell,UTA,67,0.572,0.322,117.6,111.7,5.9,98.77,0.135,2021-22,,,,,
1628978,Donte DiVincenzo,SAC,42,0.51,0.187,107.5,111.2,-3.7,102.79,0.08,2021-22,,,,,
1627827,Dorian Finney-Smith,DAL,80,0.604,0.138,114.8,110.4,4.4,94.83,0.076,2021-22,,,,,
203926,Doug McDermott,SAS,51,0.593,0.178,112.3,114.1,-1.8,102.53,0.068,2021-22,,,,,
203110,Draymond Green,GSW,46,0.582,0.14,110.0,102.8,7.2,101.2,0.119,2021-22,,,,,
1629234,Drew Eubanks,POR,71,0.638,0.171,103.1,115.9,-12.8,100.74,0.119,2021-22,,,,,
1630613,Duane Washington Jr.,IND,48,0.521,0.214,110.2,116.1,-5.9,103.32,0.064,2021-22,,,,,
1629130,Duncan Robinson,MIA,79,0.573,0.174,110.4,107.9,2.6,96.48,0.067,2021-22,,,,,
2730,Dwight Howard,LAL,60,0.657,0.145,109.3,115.0,-5.7,100.13,0.112,2021-22,,,,,
203939,Dwight Powell,DAL,82,0.725,0.136,113.2,110.6,2.5,95.12,0.102,2021-22,,,,,
1629685,Dylan Windler,CLE,50,0.519,0.115,101.6,101.6,0.0,97.47,0.069,2021-22,,,,,
202334,Ed Davis,CLE,31,0.632,0.062,99.5,94.9,4.6,97.14,0.075,2021-22,,,,,
203901,Elfrid Payton,PHX,50,0.397,0.175,103.0,105.0,-2.0,102.32,0.067,2021-22,,,,,
1630190,Elijah Hughes,POR,36,0.426,0.158,98.2,121.8,-23.7,102.19,0.037,2021-22,,,,,
1629150,Emanuel Terry,PHX,3,0.0,0.189,60.0,110.3,-50.3,104.12,0.0,2021-22,,,,,
1626144,Emmanuel Mudiay,SAC,2,0.399,0.192,84.0,107.7,-23.7,111.44,0.067,2021-22,,,,,
202683,Enes Freedom,BOS,35,0.585,0.129,111.6,103.8,7.8,98.6,0.105,2021-22,,,,,
202339,Eric Bledsoe,POR,54,0.514,0.198,105.2,106.4,-1.2,99.8,0.095,2021-22,,,,,
201569,Eric Gordon,HOU,57,0.614,0.182,108.6,113.6,-5.1,102.74,0.081,2021-22,,,,,
1629672,Eric Paschall,UTA,58,0.612,0.174,108.9,111.3,-2.3,99.13,0.085,2021-22,,,,,
1630647,Eugene Omoruyi,DAL,4,0.518,0.156,100.0,88.1,11.9,110.46,0.138,2021-22,,,,,
203095,Evan Fournier,NYK,80,0.554,0.201,109.7,112.5,-2.7,97.94,0.074,2021-22,,,,,
1630596,Evan Mobley,CLE,69,0.549,0.201,108.5,106.8,1.7,97.5,0.116,2021-22,,,,,
1630267,Facundo Campazzo,DEN,65,0.503,0.143,102.1,110.7,-8.6,99.38,0.073,2021-22,,,,,
1630624,Feron Hunt,NYK,2,0.0,0.136,72.2,82.4,-10.1,100.4,-0.083,2021-22,,,,,
1628402,Frank Jackson,DET,53,0.53,0.203,104.1,110.9,-6.8,101.18,0.064,2021-22,,,,,
1626163,Frank Kaminsky,PHX,9,0.635,0.185,105.5,96.0,9.6,105.45,0.141,2021-22,,,,,
1628373,Frank Ntilikina,DAL,58,0.513,0.165,106.6,102.3,4.3,99.2,0.073,2021-22,,,,,
1630532,Franz Wagner,ORL,79,0.559,0.208,105.9,110.8,-4.9,100.13,0.102,2021-22,,,,,
1627832,Fred VanVleet,TOR,65,0.552,0.233,112.2,108.5,3.7,96.97,0.118,2021-22,,,,,
1630273,Freddie Gillespie,ORL,9,0.419,0.109,96.7,110.4,-13.6,98.28,0.057,2021-22,,,,,
1627788,Furkan Korkmaz,PHI,67,0.502,0.17,108.8,108.0,0.8,99.33,0.076,2021-22,,,,,
1629216,Gabe Vincent,MIA,68,0.551,0.174,109.1,106.0,3.1,97.65,0.07,2021-22,,,,,
1628221,Gabe York,IND,2,0.435,0.179,105.8,120.4,-14.6,113.78,0.044,2021-22,,,,,
1630466,Gabriel Deck,OKC,7,0.643,0.119,100.0,113.6,-13.6,102.72,0.082,2021-22,,,,,
1630994,Gabriel Lundberg,PHX,4,0.342,0.191,121.4,103.1,18.3,105.88,0.047,2021-22,,,,,
202066,Garrett Temple,NOP,59,0.494,0.136,101.0,114.7,-13.7,99.35,0.057,2021-22,,,,,
1629726,Garrison Mathews,HOU,65,0.602,0.137,110.7,116.5,-5.9,102.47,0.061,2021-22,,,,,
1629109,Gary Clark,NOP,38,0.547,0.11,105.6,107.8,-2.1,101.21,0.087,2021-22,,,,,
203914,Gary Harris,ORL,61,0.571,0.16,104.2,110.1,-5.9,100.66,0.066,2021-22,,,,,
1627780,Gary Payton II,GSW,71,0.679,0.14,110.6,102.3,8.3,100.35,0.114,2021-22,,,,,
1629018,Gary Trent Jr.,TOR,70,0.546,0.212,113.5,110.2,3.3,97.94,0.086,2021-22,,,,,
201588,George Hill,MIL,54,0.552,0.115,112.5,100.8,11.7,101.54,0.073,2021-22,,,,,
1628994,George King,DAL,4,0.085,0.159,87.8,150.0,-62.2,103.96,-0.065,2021-22,,,,,
1627777,Georges Niang,PHI,76,0.594,0.16,110.9,109.0,1.9,98.83,0.066,2021-22,,,,,
1630686,Georgios Kalaitzakis,OKC,13,0.536,0.2,95.7,124.9,-29.3,99.61,0.043,2021-22,,,,,
203507,Giannis Antetokounmpo,MIL,67,0.633,0.34,115.9,107.9,8.0,103.12,0.21,2021-22,,,,,
1629048,Goga Bitadze,IND,50,0.595,0.191,114.0,116.4,-2.4,100.69,0.088,2021-22,,,,,
201609,Goran Dragic,BKN,21,0.474,0.166,112.1,111.7,0.4,102.37,0.072,2021-22,,,,,
202330,Gordon Hayward,CHA,49,0.57,0.202,110.7,111.0,-0.4,102.99,0.102,2021-22,,,,,
203476,Gorgui Dieng,ATL,44,0.624,0.164,100.3,109.5,-9.2,100.22,0.118,2021-22,,,,,
1629684,Grant Williams,BOS,77,0.635,0.123,112.5,108.0,4.5,98.4,0.067,2021-22,,,,,
1628960,Grayson Allen,MIL,66,0.609,0.148,112.5,107.5,5.0,101.69,0.081,2021-22,,,,,
1630535,Greg Brown III,POR,48,0.515,0.168,99.1,116.8,-17.6,101.99,0.064,2021-22,,,,,
202328,Greg Monroe,MIN,14,0.566,0.164,109.8,108.9,0.9,102.88,0.11,2021-22,,,,,
1628977,Hamidou Diallo,DET,58,0.541,0.213,103.1,110.7,-7.6,100.69,0.107,2021-22,,,,,
203084,Harrison Barnes,SAC,77,0.623,0.184,110.0,116.7,-6.7,101.14,0.105,2021-22,,,,,
202355,Hassan Whiteside,UTA,65,0.662,0.164,119.2,109.0,10.1,99.72,0.132,2021-22,,,,,
1629755,Hassani Gravett,ORL,8,0.629,0.13,105.8,107.6,-1.8,95.95,0.084,2021-22,,,,,
1629312,Haywood Highsmith,MIA,19,0.446,0.131,105.6,114.0,-8.5,101.54,0.036,2021-22,,,,,
1630529,Herbert Jones,NOP,78,0.573,0.136,112.2,110.2,2.0,98.84,0.068,2021-22,,,,,
1629649,Ignas Brazdeikis,ORL,42,0.52,0.172,100.6,116.4,-15.7,101.58,0.061,2021-22,,,,,
1630193,Immanuel Quickley,NYK,78,0.543,0.217,111.4,104.8,6.6,96.27,0.11,2021-22,,,,,
1629067,Isaac Bonga,TOR,15,0.363,0.108,84.1,106.7,-22.6,104.87,0.021,2021-22,,,,,
1630171,Isaac Okoro,CLE,67,0.589,0.123,112.4,109.3,3.1,97.54,0.057,2021-22,,,,,
1628392,Isaiah Hartenstein,LAC,68,0.664,0.177,112.1,105.0,7.0,100.73,0.132,2021-22,,,,,
1630543,Isaiah Jackson,IND,36,0.607,0.214,113.3,116.1,-2.8,103.0,0.093,2021-22,,,,,
1630198,Isaiah Joe,PHI,55,0.519,0.144,108.2,106.5,1.7,99.35,0.051,2021-22,,,,,
1630587,Isaiah Livers,DET,19,0.629,0.125,113.8,114.6,-0.8,98.25,0.066,2021-22,,,,,
1629676,Isaiah Roby,OKC,45,0.607,0.185,104.6,113.4,-8.8,102.08,0.101,2021-22,,,,,
1630191,Isaiah Stewart,DET,71,0.55,0.144,102.6,112.1,-9.5,98.58,0.096,2021-22,,,,,
202738,Isaiah Thomas,CHA,22,0.516,0.245,107.8,109.0,-1.3,101.89,0.074,2021-22,,,,,
1630225,Isaiah Todd,WAS,12,0.349,0.188,87.7,103.2,-15.6,99.69,0.033,2021-22,,,,,
202397,Ish Smith,WAS,65,0.465,0.195,107.1,113.8,-6.7,100.71,0.092,2021-22,,,,,
1630688,Ish Wainright,PHX,45,0.494,0.134,106.2,100.6,5.6,103.3,0.043,2021-22,,,,,
1627826,Ivica Zubac,LAC,76,0.66,0.168,108.7,112.2,-3.5,98.13,0.123,2021-22,,,,,
1630550,JT Thor,CHA,33,0.525,0.116,107.2,106.9,0.3,102.46,0.06,2021-22,,,,,
1629630,Ja Morant,MEM,57,0.575,0.33,115.3,111.2,4.1,101.46,0.163,2021-22,,,,,
203210,JaMychal Green,DEN,67,0.587,0.168,106.8,110.3,-3.5,99.32,0.093,2021-22,,,,,
1630605,JaQuori McLaughlin,DAL,4,0.0,0.065,100.0,134.6,-34.6,114.5,-0.021,2021-22,,,,,
201580,JaVale McGee,PHX,74,0.651,0.214,110.4,104.6,5.8,102.0,0.152,2021-22,,,,,
203953,Jabari Parker,BOS,12,0.632,0.191,103.9,104.7,-0.8,99.67,0.117,2021-22,,,,,
1630183,Jaden McDaniels,MIN,70,0.553,0.149,109.9,109.3,0.6,102.49,0.061,2021-22,,,,,
1630531,Jaden Springer,PHI,2,1.0,0.118,69.2,141.7,-72.4,106.51,0.184,2021-22,,,,,
